color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Gillian Robespierre,155,85,9,313,Jenny Slate,612,3123963,Comedy|Drama,Gaby Hoffmann,Obvious Child ,16594,1587,Jake Lacy,1,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,English,USA,R,0,2014,457,6.8,2.35,0
Color,Don Coscarelli,260,92,152,124,Ossie Davis,1000,1239541,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep ,38893,1587,Ella Joyce,2,cult film|elvis|elvis presley|nursing home|texas,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,English,USA,R,1000000,2002,282,7.2,1.85,0
 Black and White,Khalid Mohammed,1,170,10,97,Manoj Bajpayee,353,623791,Drama|Romance,Karisma Kapoor,Fiza ,2715,773,Jaya Bhaduri,3,mumbai riots|politician|riot|suicide|tragic event,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,Hindi,India,N/A,1000000,2000,186,6.2,2.35,92
Color,Mel Brooks,48,92,0,842,Sid Caesar,1000,31672907,Comedy,Madeline Kahn,History of the World: Part I ,36559,3931,Dom DeLuise,0,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,English,USA,R,11000000,1981,898,6.9,2.35,0
Color,José Luis Valenzuela,13,100,0,268,Lupe Ontiveros,844,428535,Comedy|Romance,Cheech Marin,Luminarias ,505,2289,Robert Beltran,1,divorce|friend|jewish|lent|restaurant,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,32,English,USA,R,1000000,2000,625,3.6,N/A,24
Color,Gia Coppola,117,100,71,145,Nat Wolff,11000,919591,Drama,James Franco,Palo Alto ,19752,12234,Olivia Crocicchia,0,girls' soccer|high school|high school student|soccer coach|teenager,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,61,English,USA,R,0,2013,733,6.3,1.85,0
Color,Yaron Shani,100,120,13,7,Scandar Copti,20,1331651,Crime|Drama,Shahir Kabaha,Ajami ,4999,42,Ranin Karim,6,arab|christian|israeli|palestinian|violence,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,32,Hebrew,Israel,N/A,1000000,2009,13,7.4,1.85,0
Color,Mike Cahill,140,106,135,11,Cara Seymour,7000,481234,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,75633,7098,Venida Evans,0,buddhism|evolution|eye|reincarnation|stuck in elevator,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160,English,USA,R,1000000,2014,71,7.3,2.39,32000
Color,Rohit Jagessar,N/A,120,0,0,Rufus Graham,12,0,Drama,Kumar Gaurav,Guiana 1838 ,56,15,Aasheekaa Bathija,0,bare chested male|discipline|imperialism|whipping|white slavery,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2,English,USA,Unrated,0,2004,3,7.4,N/A,32
Color,Griffin Dunne,13,90,165,679,Fisher Stevens,978,112521,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,455,3258,Melissa Gilbert,1,actress|fame|inside joke|new york|one man show,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,16,English,USA,PG-13,0,2000,922,5.7,N/A,25
Color,Daniel Junge,43,93,0,0,Brian Whitaker,20,0,Documentary,G.W. Krauss,A Lego Brickumentary ,1220,28,Jason Bateman,0,artist|denmark|lego|toy|toy company,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,11,English,Denmark,G,650000,2014,8,6.8,N/A,0
Color,Vivek Agnihotri,4,159,5,219,Anil Kapoor,724,0,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1524,2024,Sunil Shetty,5,chocolate|christmas|christmas eve|death|suspect,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,30,Hindi,India,N/A,0,2005,668,4.8,N/A,31
Color,Nickolas Perry,8,104,5,73,Patsy Kensit,590,0,Crime|Drama|Romance,Patrick Renna,Speedway Junky ,1434,1042,Adrienne Frantz,2,car racing|crush|hustler|scam|watching television,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,43,English,USA,R,1000000,1999,231,5.2,N/A,27
Color,Dan Zukovic,95,98,8,14,Louis Mustillo,96,0,Comedy|Drama,Yul Vazquez,The Last Big Thing ,334,196,James Lorinz,1,actor|magazine|model|rock band|suburb,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17,English,USA,R,0,1998,71,6.9,1.85,43
Color,Becky Smith,3,118,32,256,Emily Baldoni,386,0,Comedy|Romance,Will Rothhaar,16 to Life ,397,1647,Hallee Hirsh,1,birthday|digit in title|love|masturbation|teenager,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,6,English,USA,N/A,0,2009,261,6.3,1.78,143
Color,Darren Stein,8,96,18,422,Jamie Kennedy,491,0,Comedy|Drama,Frances Bay,Sparkler ,377,2633,Veronica Cartwright,3,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,13,English,USA,R,0,1997,490,5.6,N/A,17
Color,A. Raven Cruz,3,97,0,94,Vanilla Ice,639,0,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,The Helix... Loaded ,534,1188,Jennifer Sky,2,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,9,English,USA,R,0,2005,361,1.9,1.78,128
Color,Amat Escalante,87,105,50,8,Andrea Vergara,327,0,Crime|Drama|Romance,Kenny Johnston,Heli ,3499,351,Gabriel Reyes,0,corrupt police|drug cartel|drugs|mexico|police,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,Spanish,Mexico,Not Rated,1000000,2013,9,6.8,1.85,0
Color,Wajahat Rauf,6,144,3,4,Ayesha Omar,7,1000000,Comedy|Family,Rasheed Naz,Karachi se Lahore ,876,19,Javed Sheikh,9,pakistan|road trip,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,Urdu,Pakistan,N/A,0,2015,5,7,N/A,259
Color,Katherine Brooks,14,77,57,228,Kevin McCarthy,442,0,Drama|Romance,Ilene Graff,Loving Annabelle ,9190,1635,Laura Breckenridge,0,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,75,English,USA,Not Rated,900000,2007,403,6.7,1.85,501
Color,David Cross,20,96,0,396,Matt Walsh,782,0,Comedy|Drama,Jason Ritter,Hits ,1359,2607,Amy Sedaris,1,courtroom|independent film|internet|small town|youtube,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,8,English,USA,N/A,1000000,2014,490,5.8,1.78,903
Color,Randall Rubin,23,99,0,131,A.J. Buckley,363,0,Crime|Drama|Thriller,Nicole Randall Johnson,Jimmy and Judy ,1420,997,James Eckhouse,2,police|revenge|sex|suburb|video camera,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,26,English,USA,R,1000000,2006,275,6.2,N/A,138
Color,Robert Bennett,6,85,15,106,Lauren C. Mayhew,984,0,Comedy,Randy Wayne,Frat Party ,1612,1752,Alicia Ziegler,4,erotica|masseuse|sister sister relationship|temptation|threesome,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,English,USA,R,0,2009,157,2.8,16,297
 Black and White,Elena Manrique,12,103,82,47,Eddie Albert,694,0,Drama,Oliver Reed,The Party's Over ,340,964,Louise Sorel,1,beatnik|businessman|necrophilia|party|partying,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,7,Spanish,Spain,N/A,0,2025,196,7.3,1.37,32
Color,Mary Pat Kelly,2,87,3,149,Ossie Davis,767,0,Drama,Aidan Quinn,Proud ,275,1593,Janet Hubert,2,N/A,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,22,English,USA,PG,0,2004,282,5.8,N/A,141
Color,Lori Petty,12,93,923,904,Chloë Grace Moretz,34000,0,Drama,Jennifer Lawrence,The Poker House ,3943,52113,Bokeem Woodbine,3,basketball|drug abuse|interracial rape|iowa|tween girl,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24,English,USA,R,1000000,2008,17000,6.5,1.85,599
Color,Charlie Levi,N/A,90,0,171,Barbara Hershey,1000,0,Drama,Joe Mantegna,Childless ,33,1996,Diane Venora,5,N/A,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,N/A,English,USA,R,1000000,2015,618,6.1,N/A,3
Color,Kevin Hamedani,64,92,23,23,Janette Armand,199,0,Comedy|Horror|Sci-Fi,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,3650,292,Kevin Hamedani,0,cult|homosexual|island|survival horror|zombie,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,39,English,USA,R,500000,2010,37,5.1,1.85,0
Color,David DeCoteau,7,85,142,317,Shanley Caswell,458,0,Horror,Maureen McCormick,Snow White: A Deadly Summer ,634,1549,Tim Abell,1,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,14,English,USA,PG-13,1000000,2012,383,2.2,1.78,150
Color,Giorgio Diritti,9,120,0,0,Germán Alcarazu,90,0,Drama|Romance,Álex Angulo,Hidden Away ,955,90,Joseba Ugalde,0,best friend|deportation|moroccan|unrequited love|xenophobia,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,7,Italian,Italy,Unrated,0,2020,0,7.2,2.35,68
Color,Stefan C. Schaefer,21,93,0,360,Marlene Forte,898,0,Comedy|Drama|Romance,Nicole Beharie,My Last Day Without You ,982,2116,Reg E. Cathey,1,business trip|german|love|new york|singer songwriter,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,German,Germany,N/A,1000000,2011,395,5.7,1.66,370
Color,Michael Taliferro,N/A,85,105,110,Sticky Fingaz,592,0,Comedy|Music,Wesley Jonathan,Steppin: The Movie ,293,1350,Chrystee Pharris,6,N/A,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0,2009,207,3.4,N/A,41
Color,David DeCoteau,1,84,142,402,Tom Berenger,10000,0,Western,William McNamara,Doc Holliday's Revenge ,93,11466,Randy Jay Burrell,3,1880s|cowboy|low budget film|shoot out|wild west,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6,English,USA,PG-13,1000000,2014,854,3.8,1.78,54
Color,Katie Aselton,95,79,224,37,Anslem Richardson,224,0,Horror|Thriller,Katie Aselton,Black Rock ,6531,344,Jay Paulson,1,bare breasts|female frontal nudity|hunter|island|weekend,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,47,English,USA,R,0,2012,59,4.7,1.85,0
Color,Tom Grejs,40,11,0,177,Alexander Vlahos,335,0,Horror|Mystery,David Oakes,Truth or Die ,6513,1226,Jennie Jacques,2,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,41,Swedish,Sweden,Not Rated,0,2010,334,5.6,2.35,968
Color,D. Stevens,6,94,6,0,Pierre Dulat,92,0,Drama|Thriller,Magi Avila,The Pet ,425,109,Summer Napoles,0,dominance submissiveness|female nudity|human branding|human pet|power exchange,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,24,English,USA,N/A,0,2006,17,3.9,N/A,91
Color,Jeffrey St. Jules,16,90,0,36,Chloe Rose,57,0,Drama|Musical|Sci-Fi,Boyd Banks,Bang Bang Baby ,137,231,Kristian Bruun,2,N/A,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,16,English,USA,N/A,1000000,2014,40,5.4,N/A,48
Color,Robert Hall,39,95,53,253,Kevin Gage,677,0,Horror,Angelina Armani,Fear Clinic ,6256,1825,Fiona Dourif,0,bare breasts|based on web series|claustrophobia|doctor|phobia,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,English,USA,R,1000000,2014,366,5.2,2.35,936
Color,Kevin King,150,93,3,115,Shona Kay,214,0,Action|Comedy|Horror,Jason K. Wixom,Zombie Hunter ,2057,656,Jarrod Phillips,2,desert|drifter|seduction|siege|zombie,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,30,English,USA,Not Rated,1000000,2013,211,3.5,2.35,0
N/A,Jonathan Meyers,1,90,0,426,Luke Perry,657,0,Drama,Justin Baldoni,A Fine Step ,207,2677,Leonor Varela,0,N/A,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1,English,USA,PG,0,2014,608,5.3,N/A,212
Color,Ralph Nelson,32,103,17,113,Dick Van Patten,754,814666,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,4998,1567,Claire Bloom,0,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55,English,USA,PG,950000,1968,605,7.1,2.35,785
Color,Blair Erickson,78,87,0,302,Katia Winter,696,0,Horror|Thriller,Monique Candelaria,Banshee Chapter ,6265,1618,Michael McMillian,1,experiment|lsd|missing friend|mk ultra|radio broadcast,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,56,English,USA,R,950000,2013,371,5.5,N/A,2000
Color,Vinz Feller,N/A,15,N/A,223,David DeLuise,775,0,Comedy,Eric Lloyd,Jesse             ,954,1713,Bruno Campos,8,1990s|brother sister relationship|female protagonist|single mother|sitcom,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,14,English,USA,N/A,0,2020,275,5.9,N/A,57
Color,Allison Burnett,8,100,12,354,Gia Mantegna,529,0,Drama,Kimberly Williams-Paisley,Ask Me Anything ,7870,2468,Cathryn de Prume,1,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,64,English,USA,Not Rated,950000,2014,413,6,N/A,884
Color,Richard Schenkman,6,90,29,558,Mike Colter,1000,0,Comedy|Romance,Vanessa Williams,And Then Came Love ,443,2504,Eartha Kitt,1,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,4,English,USA,N/A,0,2007,569,4.8,N/A,42
Color,Sanjay Rawal,9,83,0,17,Robert Kennedy Jr.,56,0,Documentary|News,Alma Martinez,Food Chains ,265,104,Eve Ensler,0,two word title,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,3,German,Germany,N/A,913000,2014,28,7.1,N/A,489
Color,Brian Dorton,10,97,171,76,Brian Dorton,1000,0,Horror,Javier Botet,The Horror Network Vol. 1 ,139,1343,Jan Cornet,0,anthology,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,English,USA,N/A,0,2015,171,7.3,N/A,52
Color,Maryam Keshavarz,76,107,32,127,Reza Sixo Safai,144,0,Drama,Sarah Kazemy,Circumstance ,6277,509,Sina Amedson,1,closeted lesbian|iranian|islamophobia|propaganda|teenager,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,43,Farsi,France,R,0,2011,127,5.9,2.35,0
Color,David Hand,116,70,11,8,Donnie Dunagan,16,267447150,Animation|Drama|Family,Sam Edwards,Bambi ,94225,63,Ann Gillis,0,animal|bambi|deer|forest|hunter,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,136,English,USA,Approved,858000,1942,12,7.4,1.33,0
Color,Charles Herman-Wurmfeld,73,88,0,102,Rian Bishop,465,0,Comedy|Romance|Sport,John Enos III,The Hammer ,5489,897,Adam Carolla,1,birthday|boxing|coach|gym|olympics,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,English,USA,R,0,2007,140,7.3,N/A,337
Color,Duda Maia,2,0,0,0,Christophe Cherki,0,0,Drama,Stana Roumillac,Elza ,19,0,Teddy Doloir,1,foreign|french,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,Portuguese,Brazil,N/A,0,2021,0,6.7,16,24
Color,Oualid Mouaness,6,100,66,734,Ruby Dee,904,0,Drama,Bokeem Woodbine,1982 ,122,5435,Quinton Aaron,4,number in title|semi autobiographical,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,3,Arabic,France,R,0,2020,782,7.1,N/A,181
Color,Alice Rohrwacher,193,99,43,172,Janel Parrish,904,0,Comedy|Drama|Romance,Ari Graynor,Celeste & Jesse Forever ,24391,1751,Rob Huebel,2,best friends|friendship|masturbation|reference to matthias steiner|single,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,61,Italian,Italy,R,0,2011,517,6.7,2.35,0
Color,Paul Andrew Williams,68,85,46,141,Johnny Harris,418,449681,Crime|Drama|Thriller,Lorraine Stanley,London to Brighton ,7308,926,Georgia Groome,0,bathroom|chase|girl|pimp|toilet,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72,English,UK,R,0,2006,146,7,2.35,933
Color,Nick Love,16,86,63,175,Christopher Berry,489,0,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,American Hero ,2706,1278,Michelle Tabora,2,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,23,English,USA,N/A,0,2015,207,4.9,N/A,549
Color,Natalie Bible',7,90,8,487,Samaire Armstrong,1000,0,Mystery|Thriller,Tommy O'Reilly,Windsor Drive ,169,3336,Matt Cohen,1,N/A,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,6,English,USA,N/A,0,2015,806,3.2,N/A,312
Color,Justin Molotnikov,16,93,5,10,Stephen McCole,49,0,Thriller,Jo Hartley,Crying with Laughter ,190,81,Joe Cassidy,1,cocaine|edinburgh scotland|stand up comedian,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,6,English,USA,N/A,0,2009,11,6.9,N/A,33
 Black and White,G.W. Pabst,71,133,21,3,Francis Lederer,426,885533,Crime|Drama|Romance,Louise Brooks,Pandora's Box ,7431,455,Fritz Kortner,1,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,84,German,Germany,Not Rated,0,1929,20,8,1.33,926
Color,Daniel Dávila,5,95,0,167,Melora Walters,940,0,Drama,Martin Landau,Harrison Montgomery ,59,1484,Diane Baker,2,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,1,English,USA,N/A,0,2008,188,7.4,1.78,18
Color,Jorge Gaggero,25,83,0,0,Hilda Bernard,24,200054,Drama,Norma Aleandro,Live-In Maid ,772,29,Claudia Lapacó,0,buenos aires argentina|economics|housekeeper|maid|servant,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,11,Spanish,Argentina,Unrated,0,2004,5,7.2,N/A,83
Color,Michael Burke,17,93,3,181,Tom Guiry,262,62852,Crime|Drama|Romance,Zachary Knighton,The Mudge Boy ,3480,991,Ryan Donowho,1,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,30,English,USA,R,800000,2003,262,7.2,N/A,396
Color,Catherine Jelski,13,87,0,258,Eion Bailey,1000,0,Drama,Leslie Bibb,The Young Unknowns ,122,2359,Arly Jover,0,based on play|independent film,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,3,English,USA,R,0,2000,749,4.2,N/A,4
Color,Shane Dawson,6,93,247,152,Kurt Angle,247,36026,Comedy,Shane Dawson,Not Cool ,4167,954,Cherami Leigh,4,N/A,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,72,English,USA,Not Rated,800000,2014,217,5.1,N/A,0
Color,Ryan Little,33,90,38,69,Larry Bagby,214,1310470,Action|Adventure|Drama|War,Corbin Allred,Saints and Soldiers ,17725,587,Kirby Heyborne,0,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157,English,USA,PG-13,780000,2003,115,6.8,N/A,1000
Color,Clark Baker,1,14,0,37,Alan Pietruszewski,134,0,Horror|Sci-Fi|Short|Thriller,Taylor Pigeon,Vessel ,292,315,Whit Spurgeon,1,alien|flight attendant|monster|pilot|tentacle,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,3,English,USA,N/A,0,2012,93,6.2,N/A,14
Color,Robert Greenwald,21,75,21,0,Katy Helvenston-Wettengal,25,0,Documentary|War,Scott Helvenston,Iraq for Sale: The War Profiteers ,1477,25,Donna Zovko,0,american politics|armed forces|political corruption|shady|war profiteer,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,24,English,USA,N/A,0,2006,0,7.7,1.78,274
Color,Leslie Small,5,89,15,95,Larry King,312,7706436,Comedy|Documentary,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,3543,548,Jeanette Branch,1,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,8,English,USA,R,0,2011,135,7.5,1.85,614
Color,Bernardo Bertolucci,120,108,973,48,Stefania Sandrelli,319,233493,Drama,Jean-Louis Trintignant,The Conformist ,17813,500,Dominique Sanda,1,fascist|gun|italy|nudity|sexuality,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,101,Italian,Italy,R,750000,1970,90,8.1,1.66,0
Color,Jonathan Levine,233,90,129,280,Michael Welch,935,1757270,Horror,Luke Grimes,All the Boys Love Mandy Lane ,25951,2170,Whitney Able,1,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,129,English,USA,R,750000,2006,611,5.6,2.35,2000
Color,Christopher Hutson,8,95,3,118,Jennifer Lee Wiggins,717,0,Horror,Dichen Lachman,Bled ,851,1117,Michele Morrow,0,artist|blood|drug|tree sap|vampire,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,30,English,USA,R,0,2009,134,3.1,1.85,128
 Black and White,Fred Zinnemann,153,85,160,433,Lloyd Bridges,998,8000000,Thriller|Western,Gary Cooper,High Noon ,80193,2496,Lon Chaney Jr.,0,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,333,English,USA,PG,730000,1952,575,8.1,1.37,3000
Color,David LaChapelle,49,86,30,14,Christopher Toler,262,0,Documentary|Music,Kevin Scott Richardson,Rize ,2877,321,Tommy the Clown,0,clown|clowning|dance|gang|south central los angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,46,English,USA,PG-13,0,2005,23,7.1,1.33,903
Color,Darren Lynn Bousman,10,97,163,303,Barry Bostwick,636,0,Horror|Musical,Paul Sorvino,Alleluia! The Devil's Carnival ,259,2438,Terrance Zdunich,5,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20,English,USA,N/A,0,2016,456,7.4,1.78,707
Color,Justin Paul Miller,1,90,0,33,Jennifer Landa,84,0,Comedy|Mystery|Thriller,Mary Kate Wiles,The Sound and the Shadow ,30,254,Felix Avitia,0,N/A,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,1,English,USA,R,0,2014,41,8.3,N/A,70
Color,Joel Paul Reisig,1,108,431,317,Joel Paul Reisig,466,0,Family,Carrie Bradstreet,Rodeo Girl ,62,1628,Yassie Hawkes,2,N/A,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4,English,USA,PG,0,2016,431,5.7,N/A,0
Color,Catherine Gund,10,82,0,0,Sarah Callan,0,0,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,0,Laura Flanders,1,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,10,English,USA,N/A,0,2014,0,6.8,N/A,44
Color,N/A,1,84,0,53,Jeff Delaney,385,0,Family,Mike Stanley,The Little Ponderosa Zoo ,15,683,Jamison Stalsworth,2,N/A,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1,English,USA,N/A,500000,2014,169,5.2,16,9
Color,Lloyd Kaufman,96,82,6,10,Mark Torgl,488,800000,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,The Toxic Avenger ,19253,553,Pat Ryan,0,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147,English,USA,Unrated,500000,1984,11,6.2,1.85,0
Color,N/A,1,0,5,237,Dennis L.A. White,472,0,Action,Luis Sanchez,Diamond Ruff ,53,1752,Fredro Starr,6,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5,English,USA,R,0,2015,251,4.3,N/A,62
Color,Matthew Watts,3,86,0,304,Cheyenne Jackson,873,0,Comedy|Romance,Jennifer Lafleur,Mutual Friends ,64,2830,Michael Stahl-David,1,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3,English,USA,N/A,0,2014,469,6.8,N/A,31
Color,N/A,N/A,0,0,0,Jack Canfield,8,0,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,Eric Worre,0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,English,USA,G,0,2014,2,8.2,N/A,460
Color,Kay Pollak,34,132,10,19,Frida Hallgren,690,0,Comedy|Drama|Music|Romance,Michael Nyqvist,As It Is in Heaven ,13543,774,Nils-Anders Vallgårda,15,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94,Swedish,Denmark,N/A,0,2004,24,7.6,1.85,0
Color,Eric England,15,81,15,93,Ace Marrero,847,0,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside ,268,1151,Alan Pietruszewski,0,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6,English,USA,N/A,0,2013,94,4.1,16,61
 Black and White,Stacy Peralta,86,90,147,5,Jay Adams,22,0,Documentary|Sport,Tony Alva,Dogtown and Z-Boys ,10366,54,Jeff Ament,0,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88,English,USA,PG-13,0,2002,20,7.7,1.37,0
Color,Sue Corcoran,8,96,14,6,Sue Corcoran,361,0,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,18,English,USA,N/A,0,2003,14,4.7,1.78,39
Color,Ricardo Arnaiz,75,90,N/A,833,Masi Oka,1000,0,Drama|Fantasy|Sci-Fi|Thriller,Sendhil Ramamurthy,Heroes             ,202115,4908,Greg Grunberg,4,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,379,Spanish,Mexico,TV-14,0,2023,923,7.7,16,0
